"","house_name","name","house_style","house_size","house_direction","house_decorate","house_lift","house_address","house_totalprice","house_unitprice"
"251","中海万锦熙岸一期 ","中海万锦熙岸一期","3室2厅","93.38平米","南北","精装","有电梯","江浦街道","260万","27844"
"252","金尧花园 ","金尧花园","5室2厅","99.04平米","南北","精装",NA,"尧化门","188万","18983"
"253","左邻右里 ","左邻右里","3室1厅","83.18平米","南北","精装","无电梯","岔路口","279万","33542"
"254","健园 ","健园","3室1厅","63.08平米","南北","毛坯","无电梯","南苑","190万","30121"
"255","御河新村 ","御河新村","3室1厅","76.39平米","南","精装","有电梯","瑞金路","305万","39927"
"256","西城风尚 ","西城风尚","1室1厅","53.57平米","西南","精装","有电梯","龙江","205万","38268"
"257","高科荣境 ","高科荣境","5室2厅","259.12平米","南","其他","有电梯","仙林","650万","25085"
"258","华丰大厦 ","华丰大厦","2室1厅","85.34平米","东","其他","有电梯","湖南路","315万","36912"
"259","大华锦绣华城榴美颂 ","大华锦绣华城榴美颂","3室2厅","132.77平米","南北","毛坯","有电梯","桥北","300万","22596"
"260","威尼斯水城第十街区 ","威尼斯水城第十街区","3室2厅","134.4平米","南北","毛坯","无电梯","桥北","385万","28646"
"261","中海万锦熙岸一期 ","中海万锦熙岸一期","3室2厅","93.73平米","南北","毛坯","有电梯","江浦街道","230万","24539"
"262","天地新城天玑座 ","天地新城天玑座","4室2厅","85.55平米","南北","精装","无电梯","岔路口","220万","25716"
"263","天润城第十二街区 ","天润城第十二街区","3室2厅","89.94平米","南北","毛坯","有电梯","桥北","224万","24906"
"264","怡康新寓 ","怡康新寓","3室1厅","78.94平米","南","简装","无电梯","应天西路","276万","34964"
"265","东郊小镇第二街区 ","东郊小镇第二街区","3室2厅","117.58平米","南北","精装","无电梯","麒麟镇","213万","18116"
"266","星叶枫情水岸 ","星叶枫情水岸","2室2厅","81.79平米","南北","毛坯","有电梯","仙林","283万","34601"
"267","应天花园 ","应天花园","2室1厅","64.97平米","南北","简装","无电梯","能仁里","175万","26936"
"268","大华锦绣华城榴美颂 ","大华锦绣华城榴美颂","3室2厅","116.88平米","南北","精装","有电梯","桥北","290万","24812"
"269","阳光帝景 ","阳光帝景","3室2厅","126.63平米","南北","简装","有电梯","顶山街道","279万","22033"
"270","水月秦淮 ","水月秦淮","2室2厅","105.23平米","南","简装","有电梯","百家湖","267万","25373"
"271","大华锦绣华城香榭美颂 ","大华锦绣华城香榭美颂","4室2厅","128平米","南北","毛坯","有电梯","桥北","350万","27344"
"272","万科金色里程 ","万科金色里程","2室1厅","68.5平米","南北","精装","有电梯","铁心桥","212万","30949"
"273","新区花苑 ","新区花苑","3室2厅","136平米","南北","其他","无电梯","百家湖","340万","25000"
"274","锦绣花园紫桂园 ","锦绣花园紫桂园","3室2厅","117.25平米","南北","毛坯","无电梯","麒麟镇","215万","18337"
"275","天润城第十街区 ","天润城第十街区","2室2厅","80.88平米","南北","简装","无电梯","桥北","168万","20772"
"276","明发城市广场 ","明发城市广场","3室2厅","95.22平米","南北","简装","有电梯","顶山街道","265万","27831"
"277","万科光明城市东苑 ","万科光明城市东苑","4室2厅","168.42平米","南北","精装","有电梯","奥体","906万","53795"
"278","天华硅谷 ","天华硅谷","3室2厅","114.57平米","南北","精装","有电梯","泰山街道","249万","21734"
"279","和会街 ","和会街","3室2厅","95.84平米","南北","简装","无电梯","三牌楼","375万","39128"
"280","融侨世家 ","融侨世家","3室2厅","84.66平米","南","其他","有电梯","江宁大学城","230万","27168"
"281","翠屏湾花园城 ","翠屏湾花园城","3室2厅","140.03平米","南北","精装","无电梯","将军大道","303万","21639"
"282","上海路9号 ","上海路9号","4室1厅","81平米","南北","简装","无电梯","华侨路","422万","52099"
"283","凯鸿隽府 ","凯鸿隽府","3室2厅","98.55平米","南","精装","有电梯","热河南路","412万","41807"
"284","西城风尚 ","西城风尚","2室2厅","51.36平米","南","精装","有电梯","龙江","312万","60748"
"285","旭日爱上城第六区 ","旭日爱上城第六区","3室2厅","113.15平米","南","其他","有电梯","桥北","338万","29872"
"286","兰亭雅苑 ","兰亭雅苑","3室2厅","103.95平米","南","其他","有电梯","迈皋桥","311万","29919"
"287","东郊小镇第六街区 ","东郊小镇第六街区","3室2厅","99.9平米","南","其他","无电梯","麒麟镇","182万","18219"
"288","江南名府 ","江南名府","3室2厅","107.52平米","南北","精装","有电梯","应天西路","415万","38598"
"289","雍福龙庭 ","雍福龙庭","3室2厅","113.47平米","南北","精装","有电梯","将军大道","344万","30317"
"290","万科金域蓝湾 ","万科金域蓝湾","3室2厅","89.89平米","南北","精装","有电梯","九龙湖","356万","39604"
"291","凤凰花园城清溪园 ","凤凰花园城清溪园","3室1厅","80.08平米","南北","简装","无电梯","凤凰西街","460万","57443"
"292","中海国际社区三期 ","中海国际社区三期","3室2厅","95.99平米","南北","精装","有电梯","麒麟镇","270万","28128"
"293","南方花园C组团 ","南方花园C组团","3室2厅","99.11平米","南北","其他","无电梯","岔路口","270万","27243"
"294","翠屏国际银杏苑 ","翠屏国际银杏苑","4室2厅","174.71平米","南北","毛坯","无电梯","将军大道","452万","25872"
"295","融侨观邸二期 ","融侨观邸二期","2室2厅","86.32平米","南北","精装","有电梯","江浦街道","228万","26414"
"296","良城美景家园 ","良城美景家园","3室2厅","100.89平米","南北","精装","无电梯","秦虹","350万","34692"
"297","营苑西村 ","营苑西村","3室1厅","79.61平米","南北","其他","无电梯","迈皋桥","180万","22611"
"298","保利梧桐语花园 ","保利梧桐语花园","3室1厅","90.94平米","南","其他","有电梯","江宁大学城","248万","27271"
"299","虎踞北路53号 ","虎踞北路53号","2室1厅","56.28平米","南北","精装","无电梯","挹江门","155万","27541"
"300","云谷山庄 ","云谷山庄","2室2厅","89.69平米","南北","精装","有电梯","五塘广场","305万","34007"
"301","玉塘村南 ","玉塘村南","3室1厅","69.02平米","南北","简装","无电梯","南湖","220万","31875"
"302","天润城第十四街区 ","天润城第十四街区","3室2厅","86.07平米","南北","精装","有电梯","桥北","220万","25561"
"303","百合果园 ","百合果园","2室1厅","90.36平米","南北","简装","无电梯","定淮门大街","472万","52236"
"304","柳叶街 ","柳叶街","2室2厅","67.05平米","南北","精装","无电梯","来凤里","220万","32812"
"305","彩虹苑 ","彩虹苑","3室1厅","97.53平米","南北","其他","无电梯","南湖","330万","33836"
"306","致和新村 ","致和新村","1室1厅","44.59平米","南","毛坯","无电梯","建康路","149万","33416"
"307","中海万锦熙岸一期 ","中海万锦熙岸一期","2室2厅","90.19平米","南","精装","有电梯","江浦街道","215万","23839"
"308","双和园 ","双和园","3室2厅","95.01平米","南","精装","有电梯","奥体","388万","40838"
"309","盛景华庭南苑 ","盛景华庭南苑","2室2厅","85.64平米","南","简装","有电梯","江浦街道","180万","21019"
"310","明发滨江新城二期 ","明发滨江新城二期","2室2厅","82.93平米","南","简装","有电梯","桥北","222万","26770"
"311","保利西江月 ","保利西江月","3室2厅","87.22平米","南北","精装","有电梯","江浦街道","295万","33823"
"312","新庄花园 ","新庄花园","2室1厅","56.22平米","南北","简装","无电梯","红山","170万","30239"
"313","金鹏大厦 ","金鹏大厦","2室1厅","80.52平米","南","简装","有电梯","华侨路","650万","80726"
"314","樱铁村小区 ","樱铁村小区","2室1厅","51.81平米","南北","精装","无电梯","樱驼花园","130万","25092"
"315","鸿邺大厦 ","鸿邺大厦","2室1厅","74.53平米","西南","精装","有电梯","朝天宫","215万","28848"
"316","威尼斯水城第七街区 ","威尼斯水城第七街区","3室2厅","129.23平米","南北","简装","有电梯","桥北","248万","19191"
"317","清江花苑明月园 ","清江花苑明月园","2室1厅","68.94平米","南北","简装","无电梯","定淮门大街","415万","60198"
"318","左邻右里 ","左邻右里","2室2厅","96.72平米","南北","精装","有电梯","岔路口","308万","31845"
"319","阳光里 ","阳光里","2室1厅","49.9平米","南北","其他","无电梯","洪家园","150万","30061"
"320","新大都广场 ","新大都广场","1室1厅","54.87平米","南","精装","有电梯","常府街","159万","28978"
"321","幕府山庄 ","幕府山庄","2室1厅","51.85平米","南北","精装","无电梯","晓庄","140万","27001"
"322","紫金墨香苑 ","紫金墨香苑","2室1厅","55.82平米","南","简装","有电梯","月苑","140万","25081"
"323","宇秦园 ","宇秦园","2室1厅","60.13平米","南北","简装","无电梯","洪家园","163万","27108"
"324","小杨村小区 ","小杨村小区","2室1厅","52.85平米","南北","精装","有电梯","五老村","208万","39357"
"325","东白菜园 ","东白菜园","2室1厅","64.96平米","东","毛坯","有电梯","五老村","212万","32636"
"326","常府街 ","常府街","3室2厅","98.96平米","南北","简装","有电梯","五老村","305万","30821"
"327","实辉巷 ","实辉巷","3室1厅","64.05平米","东西","精装","无电梯","长乐路","192万","29977"
"328","天地新城天柱座 ","天地新城天柱座","3室2厅","111.34平米","南北","其他","有电梯","岔路口","275万","24700"
"329","乔虹苑 ","乔虹苑","2室1厅","49.42平米","东南北","精装","无电梯","秦虹","165万","33388"
"330","锁金二村 ","锁金二村","3室1厅","67.3平米","南北","简装","无电梯","锁金村","218万","32393"
"331","翠屏湾花园城 ","翠屏湾花园城","3室2厅","132.97平米","南北","精装","无电梯","将军大道","265万","19930"
"332","天华绿谷庄园 ","天华绿谷庄园","3室2厅","92.49平米","南北","其他","有电梯","泰山街道","198万","21408"
"333","南大和园 ","南大和园","3室2厅","120.37平米","南北","简装","无电梯","仙林","465万","38631"
"334","东渡国际青年城 ","东渡国际青年城","3室2厅","113.28平米","南北","其他","有电梯","东山镇","308万","27190"
"335","天成苑 ","天成苑","2室1厅","88.4平米","南北","简装","有电梯","应天西路","335万","37896"
"336","湖滨世纪花园 ","湖滨世纪花园","4室3厅","91.9平米","南","其他","无电梯","百家湖","298万","32427"
"337","天正滨江花园 ","天正滨江花园","4室2厅","237.35平米","东西","其他","有电梯","奥体","830万","34970"
"338","国信阅景龙华 ","国信阅景龙华","3室2厅","96.72平米","南北","精装","有电梯","江浦街道","245万","25331"
"339","腾飞园 ","腾飞园","3室1厅","78.81平米","南北","精装","无电梯","龙江","328万","41620"
"340","鞍辔坊小区 ","鞍辔坊小区","2室1厅","53.47平米","南","毛坯","有电梯","长乐路","155万","28989"
"341","莫愁新寓迎春里 ","莫愁新寓迎春里","2室1厅","57.73平米","南北","简装","无电梯","汉中门大街","193万","33432"
"342","富贵山小区 ","富贵山小区","2室0厅","45.61平米","南北","简装","无电梯","后宰门","123万","26968"
"343","武夷绿洲观竹苑 ","武夷绿洲观竹苑","2室2厅","99.07平米","南北","精装","无电梯","科学园","278万","28061"
"344","三钢生活区 ","三钢生活区","2室1厅","75.1平米","南","简装","无电梯","岔路口","205万","27297"
"345","富丽山庄 ","富丽山庄","2室1厅","64.39平米","南北","精装","无电梯","月牙湖","220万","34167"
"346","燕归园 ","燕归园","1室1厅","43.68平米","南","精装","无电梯","金陵小区","126万","28847"
"347","锦绣花园紫桂园 ","锦绣花园紫桂园","3室2厅","128.54平米","南北","精装","无电梯","麒麟镇","205万","15949"
"348","一品嘉园 ","一品嘉园","3室2厅","94平米","南北","简装","无电梯","夫子庙","430万","45745"
"349","盛世花园 ","盛世花园","3室1厅","78.74平米","南北","简装","有电梯","五塘广场","199万","25274"
"350","枫丹白露枫丹花园 ","枫丹白露枫丹花园","4室2厅","171.06平米","南北","简装","无电梯","秦虹","530万","30984"
"351","解放门 ","解放门","3室1厅","67.11平米","南北","精装","无电梯","玄武门","385万","57369"
"352","万裕龙庭水岸 ","万裕龙庭水岸","3室2厅","100.97平米","南","精装","有电梯","江宁大学城","265万","26246"
"353","天润城第十六街区南区 ","天润城第十六街区南区","2室2厅","76平米","南","其他","有电梯","桥北","192万","25264"
